epoch,stats_ag/mean,stats_ag/std,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
200,0.8421754,0.12372919,0.8479895,0.14067008,0.20586686,0.13309136,2010.0,-0.8736798,1.0,10050.0,0.36
201,0.8422165,0.123706184,0.8480251,0.14062932,0.20588078,0.13311164,2020.0,-1.3511058,1.0,10100.0,0.46
202,0.84223086,0.1236253,0.84803486,0.1405449,0.20590897,0.13304783,2030.0,-1.0795507,1.0,10150.0,0.46
203,0.8422803,0.1236041,0.84809667,0.14051591,0.20597403,0.13303906,2040.0,-1.2091194,1.0,10200.0,0.44
204,0.84228563,0.12354833,0.8480814,0.14043742,0.20599148,0.13302176,2050.0,-0.9561675,1.0,10250.0,0.44
205,0.8422838,0.12348068,0.8480737,0.1403511,0.20599438,0.1330447,2060.0,-1.0598437,1.0,10300.0,0.42
206,0.8423343,0.12334162,0.84812385,0.14019038,0.20599356,0.13296139,2070.0,-1.1777667,1.0,10350.0,0.48
207,0.84234935,0.123271845,0.84813946,0.14008649,0.20596765,0.13295186,2080.0,-0.8188893,1.0,10400.0,0.56
208,0.8423881,0.12313316,0.84817433,0.13993315,0.20595068,0.13284558,2090.0,-1.6767734,0.7,10450.0,0.62
209,0.8423846,0.123116754,0.8481722,0.13991483,0.20593113,0.13286585,2100.0,-0.6746883,1.0,10500.0,0.36
210,0.84237504,0.12298762,0.8481409,0.13975532,0.2059611,0.13282007,2110.0,-0.7163738,1.0,10550.0,0.5
211,0.8424023,0.12284557,0.84816694,0.13959311,0.2059704,0.13281144,2120.0,-1.6753533,0.9,10600.0,0.46
212,0.842405,0.12278667,0.84817773,0.13954534,0.20595498,0.13279998,2130.0,-1.2426091,1.0,10650.0,0.44
213,0.8424244,0.12271886,0.8481845,0.13947918,0.20591168,0.1327746,2140.0,-0.8239395,1.0,10700.0,0.52
214,0.8424371,0.1226361,0.8482098,0.13939153,0.20594251,0.13271166,2150.0,-0.7565698,1.0,10750.0,0.38
215,0.84244895,0.12253616,0.84821993,0.13927859,0.20593785,0.13263428,2160.0,-0.6861874,1.0,10800.0,0.42
