epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
116,0.8393515,0.08051632,0.2017066,0.0718059,1170.0,-23.550179,0.1,5850.0,0.12
117,0.8393709,0.08047307,0.20170455,0.07170465,1180.0,-25.435383,0.2,5900.0,0.12
118,0.8392673,0.0804343,0.20165558,0.07164214,1190.0,-35.799324,0.0,5950.0,0.04
119,0.8393078,0.08034784,0.20167221,0.07171984,1200.0,-23.255142,0.3,6000.0,0.08
120,0.8393627,0.080281265,0.20168586,0.071581155,1210.0,-27.905594,0.0,6050.0,0.14
121,0.83931184,0.08021947,0.20166841,0.071604304,1220.0,-34.656265,0.0,6100.0,0.1
122,0.8393188,0.08016968,0.20166665,0.07150375,1230.0,-31.737656,0.0,6150.0,0.02
123,0.8392982,0.08019832,0.20165628,0.07148226,1240.0,-31.512928,0.1,6200.0,0.16
124,0.8393164,0.08024446,0.20162782,0.07158541,1250.0,-29.959768,0.2,6250.0,0.06
125,0.83929676,0.08020776,0.20158945,0.0716203,1260.0,-22.690405,0.2,6300.0,0.06
126,0.8393007,0.08016787,0.2015912,0.07151396,1270.0,-26.714848,0.1,6350.0,0.1
127,0.8393419,0.08029685,0.2016004,0.071909815,1280.0,-27.692463,0.1,6400.0,0.08
128,0.8393929,0.0803523,0.2016032,0.07209576,1290.0,-34.36241,0.0,6450.0,0.1
129,0.8393561,0.08065816,0.2016118,0.07232672,1300.0,-29.382572,0.0,6500.0,0.04
130,0.83934736,0.080638096,0.20159307,0.07229325,1310.0,-25.27196,0.1,6550.0,0.06
131,0.83937186,0.08060632,0.20160845,0.07216744,1320.0,-18.717058,0.4,6600.0,0.16
132,0.8393736,0.08067498,0.20163159,0.072371446,1330.0,-31.840168,0.0,6650.0,0.1
133,0.8394354,0.08087533,0.20166194,0.0724792,1340.0,-28.042511,0.1,6700.0,0.2
